Candidate Id,Location,Current Annual Salary,Current Salary Currency ,Current Salary Type,Expected Annual Salary,Expected Salary Currency,Total Experience in years,Current Industry,Current Fuction,Relocation Cities ,Notice Period in days,Current Job Title,Data Source
A8446,Gurgaon,25,INR,ANNUAL,25,INR,6.19,"Medicine | Pharmaceuticals, Financial | Financial Services, Consumer | Retail","Analytics, Business Intelligence, Consulting",,30,Manager,INTERNAL DATABASE
A14163,Navi Mumbai,8,INR,ANNUAL,10,INR,10,IT | Internet#IT | Information Technology and Services#IT | Outsourcing/Offshoring,IT Software,,15,Sr UI Developer,MONSTERDB
A13957,Bengaluru,2.4,,ANNUAL,5.4,INR,3.9,IT | Information Technology and Services#IT | Computer & Network Security#IT | Information Services,"Design, Creative, User Experience",,15,Senior Web Developer,LINKEDIN
A7989,Hyderabad,6,,ANNUAL,6,INR,6.35,"IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A14080,Hyderabad,3.6,INR,ANNUAL,7.5,INR,2,IT | Information Services#IT | Information Technology and Services#Education | Professional Training & Coaching,Education#Engineering#IT Software,,60,programmer analyst,INDEED.COM
A12162,Bangalore,4,INR,ANNUAL,4,INR,2.5,IT | Computer Software#IT | Information Technology and Services,IT Software,,90,Application developer java,DIRECT
A12274,Bangalore,12,INR,ANNUAL,12,INR,3,IT | Computer Software,Engineering#IT Software,,60,Mahindra Comviva,LINKEDIN
A11423,Delhi,5.4,,ANNUAL,5.4,INR,2.07,IT | Internet,Sales,,,,MONSTERDB
A7727,Jodhpur,8,,ANNUAL,8,,13.32,Construction | Construction#Construction | Mining & Metals#Consumer | Consumer Services,"Business Development#Financial Services, Banking, Investments, Insurance - specific#Manufacturing",,0,All financial activity,INTERNAL DATABASE
A11944,Pune,10.4,,ANNUAL,10.4,INR,7.05,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Engineer,MONSTERDB
A13253,Hyderabad,,,ANNUAL,,INR,3.04,"IT | Information Technology and Services,IT | Computer Software","Customer Service, BPO,Customer Service, BPO,Customer Service, BPO,IT Software",,,Customer Service Executive (Voice),MONSTERDB
A8213,"Hyderabad, Secunderabad",7.5,,ANNUAL,7.5,INR,4.21,"Software Services, IT-Software",IT Software  Software Products & Services,"Hyderabad, Secunderabad,Bengaluru, Bangalore",,Software Engineer1,TIMES JOBS
A10091,Gurgaon,8,INR,ANNUAL,8,INR,1,Financial | Accounting#Financial | Business and financial operations#IT | Information Technology and Services,"Analytics, Business Intelligence#Business Development#Financial Services, Banking, Investments, Insurance - specific",,15,Freelancer,INTERNAL DATABASE
A13935,Bangalore,4,,ANNUAL,9,INR,2.4,IT | Computer Software#IT | Information Technology and Services,"Design, Creative, User Experience#IT Software",,30,Senior software engineer,LINKEDIN
A13155,Hyderabad,,,ANNUAL,2,INR,3,"IT | Computer Software,Other","IT Software,Other",,,Software Engineer,MONSTERDB
A13439,New Delhi,13,,ANNUAL,15,INR,8.5,"IT | Information Technology and Services#IT | Computer Software#Entertainment, Media | Creative & Design","Design, Creative, User Experience#IT Software#TV, Films, Production, Broadcasting - specific",,30,Sr Designer UI UX,MONSTERDB
A13440,,,,ANNUAL,,INR,8.05,"Entertainment, Media | Entertainment,Ads, PR, Events | Marketing and Advertising","Advertising,Advertising",,,Creative Director,MONSTERDB
A12125,Kolkata,7.5,INR,ANNUAL,7.5,INR,3,IT | Information Technology and Services,IT Software,,90,System Engineer,INDEED.COM
A11239,Bengaluru,,,ANNUAL,,,,IT | Computer Software,,,,"Software engineer,Software Engineer",LINKEDIN
A11671,Bengaluru,7.45,,ANNUAL,7.45,INR,1.17,"ITSoftware,Software Services",IT Software,,,Software Engineer.,INDEED.COM
A8436,Delhi,10,INR,ANNUAL,10,INR,6.19,IT | Information Services#IT | Information Technology and Services#Other,Business Development#Management#Project Management,,60,Assistant Manager,INTERNAL DATABASE
A11299,Kolkata,5.25,,ANNUAL,5.25,INR,6.06,"IT | Computer Software,IT | Internet","IT Software,Marketing",,,"Technical Leader, Project Leader, Project Manager",MONSTERDB
A11964,Bengaluru,12.7,,ANNUAL,12.7,INR,5.04,"IT | Computer Software,Energy and Utilities | Telecommunications","IT Software,Telecom, ISP",,,Team Leader,MONSTERDB
A12309,,,,ANNUAL,,,,"Ads, PR, Events | Marketing and Advertising",,,,,LINKEDIN
A8519,Chennai,12,INR,ANNUAL,12,INR,6.68,"New Vehicle Launch Management, Change Management","Project Management, Supply Chain, Logistics, Strategy, Planning",,60,"Senior Engineer, Project Preparation team",INTERNAL DATABASE
A9187,New Delhi,10,INR,ANNUAL,10,INR,9,Financial | Capital Markets#Financial | Venture Capital & Private Equity#Financial | Investment Management,"Financial Services, Banking, Investments, Insurance - specific#TV, Films, Production, Broadcasting - specific#Writing, Editing, Content",,30,Producer & Market Researcher,INTERNAL DATABASE
A8973,Nagpur,7,INR,ANNUAL,7,INR,5.99,Construction | Facilities Services#Energy and Utilities | Environmental Services#Public Sector | Government Relations,"Analytics, Business Intelligence#Business Development#Strategy, Planning",,15,ASSISTANT MANAGER  BUSINESS DEVELOPMENT,DIRECT
A7834,Hyderabad,4.5,,ANNUAL,4.5,INR,5.3,"Financial , Banking,IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,"Software Engineer, Programmer, Software Test Engineer",MONSTERDB
A10578,Chennai,5,INR,ANNUAL,5,INR,7,Manufacturing | Production#Manufacturing | Tyres#Manufacturing | Industrial Automation,Manufacturing#Oil & Gas - specific#Shipping,,30,Electrical Engineer,INTERNAL DATABASE
A12239,Anywhere in south,4.55,,ANNUAL,4.55,INR,1.58,"ITSoftware,Software Services",IT Software,,,Consultant-Technology,INDEED.COM
A9058,Gurgaon,30,INR,ANNUAL,30,INR,5.5,IT | Computer Software#Manufacturing | Electrical/Electronic Manufacturing#Consumer | Food & Beverages,"Analytics, Business Intelligence#Consulting#Pre-sales / Technical Sales",,60,Product Manager,INTERNAL DATABASE
A9991,Delhi,27,INR,ANNUAL,27,INR,14,IT | Computer Software#IT | Information Technology and Services,IT Software#Project Management,,60,Project Manager,INTERNAL DATABASE
A8654,Hyderabad,8,INR,ANNUAL,8,INR,2.65,IT | Information Technology and Services,"Human Resources, Recruitment",,60,Junior Executive Human Resources,INTERNAL DATABASE
A10025,New Delhi,20,INR,ANNUAL,20,INR,12,IT | Information Technology and Services#IT | Outsourcing/Offshoring#IT | Internet,Consulting#IT Hardware#IT Software,,90,Project Manager,INTERNAL DATABASE
A7697,Gurgaon,25,INR,ANNUAL,25,INR,12.35,"IT | Information Technology and Services, Energy and Utilities | Telecommunications, Construction | Building Materials","Strategy, Planning, Financial Services, Banking, Investments, Insurance - specific, Program Management",,45,Engagement Manager,INTERNAL DATABASE
A9170,Hyderabad,11.5,INR,ANNUAL,11.5,INR,5,Financial | Banking#Professional Services | Market Research#Professional Services | Research,"Analytics, Business Intelligence#Project Management#Research",,60,Senior Business Research Analyst,INTERNAL DATABASE
A12502,Gurgaon,23.5,,ANNUAL,40,INR,21,IT | Computer Software#IT | Information Technology and Services,Consulting#Pre-sales / Technical Sales#Project Management,,90,Senior Manager,INDEED.COM
A8212,"Hyderabad, Secunderabad",7,,ANNUAL,7,INR,4.21,"Software Services, Internet,Dot com,ISP, IT-Software",IT Software  Software Products & Services,"Hyderabad, Secunderabad",,Application Developer,TIMES JOBS
A10485,Pune,14.5,INR,ANNUAL,14.5,INR,12.4,Manufacturing | Business Supplies and Equipment#Manufacturing | Mechanical or Industrial Engineering#Other,Business Development#Engineering#Program Management,,15,Project Leader,INTERNAL DATABASE
A9047,Vadodara,4.5,INR,ANNUAL,4.5,INR,10,Public Sector | International Trade and Development#IT | Computer & Network Security,"Sales#Business Development#Customer Service, BPO",,15,Key Account  Manager,INTERNAL DATABASE
A14267,Bengaluru,4.3,INR,ANNUAL,7,INR,2,IT | Computer Software#IT | Information Technology and Services#IT | Internet,"Financial Services, Banking, Investments, Insurance - specific#IT Software#Other",,60,Software Engineer,DIRECT
A10917,Bengaluru,,,ANNUAL,,INR,1.58,"ITSoftware,Software Services",,,,Web Engineer,INDEED.COM
A11341,Delhi,5.5,,ANNUAL,5.5,INR,5,"Energy and Utilities | Telecommunications,IT | Internet","IT Software,Telecom, ISP",,,Network Administrator,MONSTERDB
A9809,Pune,25,INR,ANNUAL,25,INR,12,IT | Information Technology and Services,Project Management,,60,Senior business analyst,INTERNAL DATABASE
A11855,Gurgaon,6,,ANNUAL,6,INR,7,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A9369,Delhi,4.2,INR,ANNUAL,4.2,INR,4.6,IT | Information Technology and Services,Project Management,,15,Rf Manager,INTERNAL DATABASE
A13810,New Delhi,10,,ANNUAL,14,INR,14,"Ads, PR, Events | Events Services#IT | Internet#IT | Information Technology and Services","Design, Creative, User Experience#Marketing#Project Design",,0,Technical Lead UI and Digital Marketing,INDEED.COM
A8426,New Delhi,10,INR,ANNUAL,10,INR,9.19,Financial | Capital Markets,"Writing, Editing, Content, Social media",,45,Content manager,INTERNAL DATABASE
A8061,Mumbai,18,INR,ANNUAL,18,INR,17.28,"FMCG, IT | Information Technology and Services, Consumer | Consumer Goods","Accounting, Auditing, Finance, Accounts",,10,Senior Manager Accounts & Finance,INTERNAL DATABASE
A12395,Bengaluru,,,ANNUAL,,,,IT | Computer Software,,,,Software Developer,LINKEDIN
A8579,Mumbai,22,INR,ANNUAL,22,INR,6.17,"Financial | Insurance, IT | Information Technology and Services, Consumer | Retail","Consulting, Strategy, Planning, Program Management",,60,"Senior Manager, Strategy & Special Projects",INTERNAL DATABASE
A13908,Hyderabad,1.8,INR,ANNUAL,1.8,INR,2,IT | Computer Software,IT Software,,0,Software Engineer,MONSTER
A12664,Hyderabad,,,ANNUAL,4.95,INR,1,"ITSoftware,Software Services",,,,Software Developer Engineer,INDEED.COM
A10107,Bangalore,7,INR,ANNUAL,7,INR,3,IT | Computer Software#IT | Information Technology and Services#IT | Outsourcing/Offshoring,"IT Software#Design, Creative, User Experience#Finance, Accounts",,60,Programmer Analyst,DIRECT
A13228,Hyderabad,,,ANNUAL,,INR,5.02,Other,"IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Fresher,MONSTERDB
A11230,Mumbai,,,ANNUAL,,INR,2,"ITSoftware,Software Services",IT Software,,,Software Developer,INDEED.COM
A10512,Pune,6,INR,ANNUAL,6,INR,5.9,"Agriculture, Dairy | Fertilizer Pesticides#Other",Purchasing,,15,EXECUTIVE ENGINEER,INTERNAL DATABASE
A8749,Jodhpur,5,INR,ANNUAL,5,INR,6.36,Energy and Utilities | Renewables & Environment#Energy and Utilities | Oil & Energy,Electrical Solutions Design / Consulting#Engineering,,30,Sr Engineer,INTERNAL DATABASE
A9982,Delhi,30,INR,ANNUAL,30,INR,13,IT | Computer Software#IT | Information Technology and Services#Financial | Banking,Product Management#Program Management#Project Management,,30,Delivery Manager,INTERNAL DATABASE
A14351,Bangalore,2.8,INR,ANNUAL,4.5,INR,2,IT | Computer Software#IT | Information Technology and Services#IT | Outsourcing/Offshoring,IT Software,,30,web and mobile application developer,DIRECT
A9173,Delhi,12,INR,ANNUAL,12,INR,6,"Entertainment, Media | Online Media#IT | Internet#IT | Information Technology and Services","Marketing#Project Management#Strategy, Planning",,60,Product Manager,INTERNAL DATABASE
A7383,Hyderabad,9,INR,ANNUAL,9,INR,11.01,"Computer & Network Security, Management Consulting","Design, Creative, User Experience, TV, Films, Production, Broadcasting, Marketing",Pune,60,Team Lead Graphics,DIRECT
A8346,"Hyderabad, Secunderabad",5.5,,ANNUAL,5.5,INR,6.21,"Software Services, IT-Software",IT Software  Software Products & Services,"Hyderabad, Secunderabad,Chennai,Vijayawada",,Sr Software Engineer,TIMES JOBS
A11837,Hyderabad,15,INR,ANNUAL,15,INR,5.1,IT | Computer Software,"Program Management#IT Software#Financial Services, Banking, Investments, Insurance - specific",,15,Technology Analyst,DIRECT
A9921,Nagpur,4,INR,ANNUAL,4,INR,0,Construction | Civil Engineering#Professional Services | Management Consulting#Financial | Business and financial operations,"Analytics, Business Intelligence#Engineering#Project Management",,90,Student,INTERNAL DATABASE
A8381,"Hyderabad, Secunderabad",14.5,,ANNUAL,14.5,INR,16.21,"Internet,Dot com,ISP",IT Software  Software Products & Services,,,Head - User Experience and Digital Marketing,TIMES JOBS
A13796,Gurgaon,3.66,,ANNUAL,7,INR,4.7,Medicine | Hospital & Health Care#IT | Computer Software#IT | Outsourcing/Offshoring,"Design, Creative, User Experience#Marketing#Project Design",,30,Sr graphic designer,LINKEDIN
A13282,Bengaluru,,,ANNUAL,8,INR,7,"IT | Computer Software,Energy and Utilities | Telecommunications","IT Software,Telecom, ISP",,,Team Leader,MONSTER
A12838,Kota,,,ANNUAL,,,,"Entertainment, Media | Entertainment",,,,,LINKEDIN
A13872,Hyderabad,1.2,,ANNUAL,2.16,INR,0.5,IT | Computer Software#IT | Computer & Network Security#Energy and Utilities | Solar / Solectric Solutions,IT Software,,0,UI Developer,INDEED.COM
A11574,Anywhere in south,6.35,,ANNUAL,6.35,INR,1.58,"ITSoftware,Software Services",,,,Associate Software Engineer,INDEED.COM
A11288,Bengaluru,14.5,,ANNUAL,14.5,INR,8.06,"IT | Computer Software,IT | Internet","IT Software,Advertising",,,Business Analyst,MONSTERDB
A8537,Mumbai,3.5,INR,ANNUAL,3.5,INR,3.18,"Education | Higher Education, Professional Services | Human Resources","Human Resources, Recruitment",,30,HR,INTERNAL DATABASE
A11251,Gurgaon,12,INR,ANNUAL,12,INR,3,IT | Information Technology and Services#IT | Computer Software#IT | Internet,Engineering#IT Software#Project Management,,15,Software Engineer,INTERNAL DATABASE
A9970,Noida,8,INR,ANNUAL,8,INR,20,Manufacturing | Electrical/Electronic Manufacturing#Public Sector | Defense & Space#Energy and Utilities | Telecommunications,"Defence Forces, Security Services#Engineering#Management",,15,Senior Manager operation,INTERNAL DATABASE
A9550,Delhi,27,INR,ANNUAL,27,INR,16,IT | Information Technology and Services,IT Software#Program Management#Project Management,,60,Senior Project Manager,INTERNAL DATABASE
A13454,Chennai,,,ANNUAL,,,,Energy and Utilities | Oil & Energy,,,,,LINKEDIN
A11323,Noida,6.2,INR,ANNUAL,6.2,INR,5,"Entertainment, Media | Publishing#Financial | Venture Capital & Private Equity","Finance, Accounts#Research#Writing, Editing, Content",,30,Senior Associate,INTERNAL DATABASE
A8764,Anantapur,6,INR,ANNUAL,6,INR,10.05,Manufacturing | Production#Manufacturing | Mechanical or Industrial Engineering,"Production#Strategy, Planning#Manufacturing",Mangalore,30,production sr engineer,INTERNAL DATABASE
A9208,New delhi,11,INR,ANNUAL,11,INR,4.9,Energy and Utilities | Power#Energy and Utilities | Renewables & Environment#Energy and Utilities | Oil & Energy,"Analytics, Business Intelligence#Consulting#Management",,30,Senior Research Analysts,INTERNAL DATABASE
A8235,Hyderabad,20,,ANNUAL,25,INR,15,"Consumer | Health, Wellness and Fitness#IT | Computer Software#IT | Information Technology and Services","Design, Creative, User Experience#IT Software#Product Management","Delhi, NCR,Bengaluru, Bangalore",30,UX Manager,TIMES JOBS
A7610,Hyderabad,14,INR,ANNUAL,14,INR,10.46,IT | Information Technology and Services,"IT Software, Quality Assurance",,30,QA Team Leader,INTERNAL DATABASE
A12216,NCR,11,,ANNUAL,11,INR,11,"ITSoftware,Software Services",,,,Lead Consultant,INDEED.COM
A14141,Bengaluru,,,ANNUAL,2.15,INR,1.11,"IT | Computer Hardware,IT | Computer Software",IT Software,,,Software Engineer,REFERALL 1
A11166,Kochi,3.3,,ANNUAL,3.3,INR,2,"ITSoftware,Software Services",,,,Assosiate Software Engineer,INDEED.COM
A10885,Chennai,7,INR,ANNUAL,7,INR,3.5,IT | Information Technology and Services#Financial | Insurance#Financial | Banking,"Business Development#IT Software#Financial Services, Banking, Investments, Insurance - specific",,30,Business Analyst,INTERNAL DATABASE
A10530,Mumbai,15,INR,ANNUAL,15,INR,10.9,Public Sector | Nonprofit Organization Management#IT | Information Technology and Services#Public Sector | Fund-Raising,"Business Development#Management#Strategy, Planning",,15,Director,INTERNAL DATABASE
A8425,Bengaluru/Bangalore,23,INR,ANNUAL,23,INR,5.89,"Consumer | Apparel & Fashion, IT | Information Technology and Services, e-commerce","Project Management, Product Management, Strategy, Planning",,45,Product Manager,INTERNAL DATABASE
A14140,Mumbai,4.2,INR,ANNUAL,7,INR,3,Energy and Utilities | Oil & Energy,Engineering#Oil & Gas - specific#Manufacturing,,0,Assistant Manager,DIRECT
A10168,Noida,11,INR,ANNUAL,11,INR,2,IT | Computer Software,"IT Software#Analytics, Business Intelligence",,60,Junior Associate,INTERNAL DATABASE
A10216,Mumbai,3.6,INR,ANNUAL,3.6,INR,3,IT | Outsourcing/Offshoring#Financial | Insurance#Financial | Accounting,"Customer Service, BPO#Financial Services, Banking, Investments, Insurance - specific#Business Development",,60,Process Associate,INTERNAL DATABASE
A12626,Bengaluru,,,ANNUAL,2.2,INR,2.17,"ITSoftware,Software Services",IT Software,,,Project Engineer,INDEED.COM
A11832,Bengaluru,4,,ANNUAL,4,INR,2.01,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A10618,Bengaluru,9,INR,ANNUAL,9,INR,4,Consumer | Food & Beverages#Consumer | Food Production#Manufacturing | Electrical/Electronic Manufacturing,Engineering#Manufacturing#Packaging,,30,Maintenance executive Packaging development,INTERNAL DATABASE
A10801,Hyderabad,6.5,INR,ANNUAL,6.5,INR,1.1,"Ads, PR, Events | Marketing and Advertising#IT | Information Technology and Services#Ads, PR, Events | Public Relations and Communications",Advertising#IT Software#Marketing,,15,Programmer Analyst,INTERNAL DATABASE
A10844,,3.9,,ANNUAL,3.9,INR,1.67,"ITSoftware,Software Services",,,,System Engineer,INDEED.COM
A11580,Cochin,,,ANNUAL,,,,Energy and Utilities | Telecommunications,,,,Senior Software Engineer,LINKEDIN
A7419,Bharuch,10,INR,ANNUAL,10,INR,4.57,Manufacturing | Production,Production,,90,"Team Member, manufacturing",INTERNAL DATABASE
A12514,Bengaluru,3.35,,ANNUAL,3.35,INR,2.58,"ITSoftware,Software Services",,,,Associate Software Engineer,INDEED.COM
A14053,Hyderabad,4.8,INR,ANNUAL,7.5,INR,5,IT | Computer Software#IT | Information Technology and Services,"Design, Creative, User Experience#IT Software",,15,UI Developer,DIRECT
A14070,Kenya,,,ANNUAL,,,,IT | Computer Software,,,,,LINKEDIN
A8988,Mumbai,14,INR,ANNUAL,14,INR,7,Transport | Logistics and Supply Chain,"Project Management#Supply Chain, Logistics#Manufacturing",,30,Sr op and scm manger,INTERNAL DATABASE
